Num,Tg_ID,Tg_Username,Consent_GDPR,Created_At,Notes,Status,Last_Seen,Avatar,Name,Family,Linkedin,Languages,Countries,Country,City_Link,City,Time_Zone,Best_Meetings_Days,Profession,Grade,Professional_Description,Personal_Description,Professional_Interests,Other_Professional_Interests,Personal_Interests,Other_Personal_Interests,Coffee_Goals,Serendipity,Proximity,Current_Week_Status,Next_Week_Status,Matches,Matches 2
44,7769456432,kisodrakon,checked,5/12/2025 16:09,,EarlyBird,,file_0.jpg (https://v5.airtableusercontent.com/v3/u/48/48/1765029600000/-MSqhPpCRm50sY35-Fc3Eg/s1oeSvbCyavt2QmdQY0c4NGvw-yJU32zEHzdn8lno9Oi55pGEuWzuYQx42La18xeBohXWUo0ZJFY_7NkXhxOkpg12mOS4kocBSLOd3kx0qFr7SL5mV-_Gl4lvKB7T3NqmLwlRAs7eR3KyMzDQAje1A/QdmxJSBuIuWqmYVAzTtnGe5mBHB2AyYF_Tqs-w8oBBU),,,,,AR,Argentina,Buenos Aires-AR,Buenos Aires,UTC (UTC+0),,,Prefer not to say,,,,,,,,5,5,,Passive,,
